Question No,Title,Url,Difficulty,Tag
1050,Actors and Directors Who Cooperated At Least Three Times,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times,Easy,Database
1051,Height Checker,https://leetcode.com/problems/height-checker,Easy,"Array, Sorting, Counting Sort"
1052,Grumpy Bookstore Owner,https://leetcode.com/problems/grumpy-bookstore-owner,Medium,"Array, Sliding Window"
1053,Previous Permutation With One Swap,https://leetcode.com/problems/previous-permutation-with-one-swap,Medium,"Array, Greedy"
1054,Distant Barcodes,https://leetcode.com/problems/distant-barcodes,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
1055,Shortest Way to Form String,https://leetcode.com/problems/shortest-way-to-form-string,Medium,"String, Dynamic Programming, Greedy"
1056,Confusing Number,https://leetcode.com/problems/confusing-number,Easy,Math
1057,Campus Bikes,https://leetcode.com/problems/campus-bikes,Medium,"Array, Greedy, Sorting"
1058,Minimize Rounding Error to Meet Target,https://leetcode.com/problems/minimize-rounding-error-to-meet-target,Medium,"Array, Math, String, Greedy"
1059,All Paths from Source Lead to Destination,https://leetcode.com/problems/all-paths-from-source-lead-to-destination,Medium,"Depth-First Search, Graph"
1060,Missing Element in Sorted Array,https://leetcode.com/problems/missing-element-in-sorted-array,Medium,"Array, Binary Search"
1061,Lexicographically Smallest Equivalent String,https://leetcode.com/problems/lexicographically-smallest-equivalent-string,Medium,"String, Union Find"
1062,Longest Repeating Substring,https://leetcode.com/problems/longest-repeating-substring,Medium,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function"
1063,Number of Valid Subarrays,https://leetcode.com/problems/number-of-valid-subarrays,Hard,"Array, Stack, Monotonic Stack"
1064,Fixed Point,https://leetcode.com/problems/fixed-point,Easy,"Array, Binary Search"
1065,Index Pairs of a String,https://leetcode.com/problems/index-pairs-of-a-string,Easy,"Array, String, Trie, Sorting"
1066,Campus Bikes II,https://leetcode.com/problems/campus-bikes-ii,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1067,Digit Count in Range,https://leetcode.com/problems/digit-count-in-range,Hard,"Math, Dynamic Programming"
1068,Product Sales Analysis I,https://leetcode.com/problems/product-sales-analysis-i,Easy,Database
1069,Product Sales Analysis II,https://leetcode.com/problems/product-sales-analysis-ii,Easy,Database
1070,Product Sales Analysis III,https://leetcode.com/problems/product-sales-analysis-iii,Medium,Database
1071,Greatest Common Divisor of Strings,https://leetcode.com/problems/greatest-common-divisor-of-strings,Easy,"Math, String"
1072,Flip Columns For Maximum Number of Equal Rows,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,Medium,"Array, Hash Table, Matrix"
1073,Adding Two Negabinary Numbers,https://leetcode.com/problems/adding-two-negabinary-numbers,Medium,"Array, Math"
1074,Number of Submatrices That Sum to Target,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,Hard,"Array, Hash Table, Matrix, Prefix Sum"
1075,Project Employees I,https://leetcode.com/problems/project-employees-i,Easy,Database
1076,Project Employees II,https://leetcode.com/problems/project-employees-ii,Easy,Database
1077,Project Employees III,https://leetcode.com/problems/project-employees-iii,Medium,Database
1078,Occurrences After Bigram,https://leetcode.com/problems/occurrences-after-bigram,Easy,String
1079,Letter Tile Possibilities,https://leetcode.com/problems/letter-tile-possibilities,Medium,"String, Backtracking"
1080,Insufficient Nodes in Root to Leaf Paths,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths,Medium,"Tree, Depth-First Search, Binary Tree"
1081,Smallest Subsequence of Distinct Characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,Medium,"String, Stack, Greedy, Monotonic Stack"
1082,Sales Analysis I,https://leetcode.com/problems/sales-analysis-i,Easy,Database
1083,Sales Analysis II,https://leetcode.com/problems/sales-analysis-ii,Easy,Database
1084,Sales Analysis III,https://leetcode.com/problems/sales-analysis-iii,Easy,Database
1085,Sum of Digits in the Minimum Number,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number,Easy,"Array, Math"
1086,High Five,https://leetcode.com/problems/high-five,Easy,"Array, Hash Table, Sorting"
1087,Brace Expansion,https://leetcode.com/problems/brace-expansion,Medium,"String, Backtracking, Breadth-First Search"
1088,Confusing Number II,https://leetcode.com/problems/confusing-number-ii,Hard,"Math, Backtracking"
1089,Duplicate Zeros,https://leetcode.com/problems/duplicate-zeros,Easy,"Array, Two Pointers"
1090,Largest Values From Labels,https://leetcode.com/problems/largest-values-from-labels,Medium,"Array, Hash Table, Greedy, Sorting, Counting"
1091,Shortest Path in Binary Matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix,Medium,"Array, Breadth-First Search, Matrix"
1092,"Shortest Common Supersequence ",https://leetcode.com/problems/shortest-common-supersequence,Hard,"String, Dynamic Programming"
1093,Statistics from a Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample,Medium,"Math, Two Pointers, Probability and Statistics"
1094,Car Pooling,https://leetcode.com/problems/car-pooling,Medium,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum"
1095,Find in Mountain Array,https://leetcode.com/problems/find-in-mountain-array,Hard,"Array, Binary Search, Interactive"
1096,Brace Expansion II,https://leetcode.com/problems/brace-expansion-ii,Hard,"String, Backtracking, Stack, Breadth-First Search"
1097,Game Play Analysis V,https://leetcode.com/problems/game-play-analysis-v,Hard,Database
1098,Unpopular Books,https://leetcode.com/problems/unpopular-books,Medium,Database
1099,Two Sum Less Than K,https://leetcode.com/problems/two-sum-less-than-k,Easy,"Array, Two Pointers, Binary Search, Sorting"
1100,Find K-Length Substrings With No Repeated Characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,Medium,"Hash Table, String, Sliding Window"
1101,The Earliest Moment When Everyone Become Friends,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,Medium,"Array, Union Find"
1102,Path With Maximum Minimum Value,https://leetcode.com/problems/path-with-maximum-minimum-value,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1103,Distribute Candies to People,https://leetcode.com/problems/distribute-candies-to-people,Easy,"Math, Simulation"
1104,Path In Zigzag Labelled Binary Tree,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,Medium,"Math, Tree, Binary Tree"
1105,Filling Bookcase Shelves,https://leetcode.com/problems/filling-bookcase-shelves,Medium,"Array, Dynamic Programming"
1106,Parsing A Boolean Expression,https://leetcode.com/problems/parsing-a-boolean-expression,Hard,"String, Stack, Recursion"
1107,New Users Daily Count,https://leetcode.com/problems/new-users-daily-count,Medium,Database
1108,Defanging an IP Address,https://leetcode.com/problems/defanging-an-ip-address,Easy,String
1109,Corporate Flight Bookings,https://leetcode.com/problems/corporate-flight-bookings,Medium,"Array, Prefix Sum"
1110,Delete Nodes And Return Forest,https://leetcode.com/problems/delete-nodes-and-return-forest,Medium,"Tree, Depth-First Search, Binary Tree"
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings,Medium,"String, Stack"
1112,Highest Grade For Each Student,https://leetcode.com/problems/highest-grade-for-each-student,Medium,Database
1113,Reported Posts,https://leetcode.com/problems/reported-posts,Easy,Database
1114,Print in Order,https://leetcode.com/problems/print-in-order,Easy,Concurrency
1115,Print FooBar Alternately,https://leetcode.com/problems/print-foobar-alternately,Medium,Concurrency
1116,Print Zero Even Odd,https://leetcode.com/problems/print-zero-even-odd,Medium,Concurrency
1117,Building H2O,https://leetcode.com/problems/building-h2o,Medium,Concurrency
1118,Number of Days in a Month,https://leetcode.com/problems/number-of-days-in-a-month,Easy,Math
1119,Remove Vowels from a String,https://leetcode.com/problems/remove-vowels-from-a-string,Easy,String
1120,Maximum Average Subtree,https://leetcode.com/problems/maximum-average-subtree,Medium,"Tree, Depth-First Search, Binary Tree"
1121,Divide Array Into Increasing Sequences,https://leetcode.com/problems/divide-array-into-increasing-sequences,Hard,"Array, Greedy"
1122,Relative Sort Array,https://leetcode.com/problems/relative-sort-array,Easy,"Array, Hash Table, Sorting, Counting Sort"
1123,Lowest Common Ancestor of Deepest Leaves,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1124,Longest Well-Performing Interval,https://leetcode.com/problems/longest-well-performing-interval,Medium,"Array, Hash Table, Stack, Monotonic Stack, Prefix Sum"
1125,Smallest Sufficient Team,https://leetcode.com/problems/smallest-sufficient-team,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
1126,Active Businesses,https://leetcode.com/problems/active-businesses,Medium,Database
1127,User Purchase Platform,https://leetcode.com/problems/user-purchase-platform,Hard,Database
1128,Number of Equivalent Domino Pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs,Easy,"Array, Hash Table, Counting"
1129,Shortest Path with Alternating Colors,https://leetcode.com/problems/shortest-path-with-alternating-colors,Medium,"Breadth-First Search, Graph"
1130,Minimum Cost Tree From Leaf Values,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,Medium,"Dynamic Programming, Stack, Greedy, Monotonic Stack"
1131,Maximum of Absolute Value Expression,https://leetcode.com/problems/maximum-of-absolute-value-expression,Medium,"Array, Math"
1132,Reported Posts II,https://leetcode.com/problems/reported-posts-ii,Medium,Database
1133,Largest Unique Number,https://leetcode.com/problems/largest-unique-number,Easy,"Array, Hash Table, Sorting"
1134,Armstrong Number,https://leetcode.com/problems/armstrong-number,Easy,Math
1135,Connecting Cities With Minimum Cost,https://leetcode.com/problems/connecting-cities-with-minimum-cost,Medium,"Union Find, Graph, Heap (Priority Queue), Minimum Spanning Tree"
1136,Parallel Courses,https://leetcode.com/problems/parallel-courses,Medium,"Graph, Topological Sort"
1137,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number,Easy,"Math, Dynamic Programming, Memoization"
1138,Alphabet Board Path,https://leetcode.com/problems/alphabet-board-path,Medium,"Hash Table, String"
1139,Largest 1-Bordered Square,https://leetcode.com/problems/largest-1-bordered-square,Medium,"Array, Dynamic Programming, Matrix"
1140,Stone Game II,https://leetcode.com/problems/stone-game-ii,Medium,"Array, Math, Dynamic Programming, Game Theory"
1141,User Activity for the Past 30 Days I,https://leetcode.com/problems/user-activity-for-the-past-30-days-i,Easy,Database
1142,User Activity for the Past 30 Days II,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii,Easy,Database
1143,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence,Medium,"String, Dynamic Programming"
1144,Decrease Elements To Make Array Zigzag,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag,Medium,"Array, Greedy"
1145,Binary Tree Coloring Game,https://leetcode.com/problems/binary-tree-coloring-game,Medium,"Tree, Depth-First Search, Binary Tree"
1146,Snapshot Array,https://leetcode.com/problems/snapshot-array,Medium,"Array, Hash Table, Binary Search, Design"
1147,Longest Chunked Palindrome Decomposition,https://leetcode.com/problems/longest-chunked-palindrome-decomposition,Hard,"Two Pointers, String, Dynamic Programming, Greedy, Rolling Hash, Hash Function"
1148,Article Views I,https://leetcode.com/problems/article-views-i,Easy,Database
1149,Article Views II,https://leetcode.com/problems/article-views-ii,Medium,Database
1150,Check If a Number Is Majority Element in a Sorted Array,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array,Easy,"Array, Binary Search"
1151,Minimum Swaps to Group All 1's Together,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together,Medium,"Array, Sliding Window"
1152,Analyze User Website Visit Pattern,https://leetcode.com/problems/analyze-user-website-visit-pattern,Medium,"Array, Hash Table, Sorting"
1153,String Transforms Into Another String,https://leetcode.com/problems/string-transforms-into-another-string,Hard,"Hash Table, String"
1154,Day of the Year,https://leetcode.com/problems/day-of-the-year,Easy,"Math, String"
1155,Number of Dice Rolls With Target Sum,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,Medium,Dynamic Programming
1156,Swap For Longest Repeated Character Substring,https://leetcode.com/problems/swap-for-longest-repeated-character-substring,Medium,"String, Sliding Window"
1157,Online Majority Element In Subarray,https://leetcode.com/problems/online-majority-element-in-subarray,Hard,"Array, Binary Search, Design, Binary Indexed Tree, Segment Tree"
1158,Market Analysis I,https://leetcode.com/problems/market-analysis-i,Medium,Database
1159,Market Analysis II,https://leetcode.com/problems/market-analysis-ii,Hard,Database
1160,Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,Easy,"Array, Hash Table, String"
1161,Maximum Level Sum of a Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1162,As Far from Land as Possible,https://leetcode.com/problems/as-far-from-land-as-possible,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix"
1163,Last Substring in Lexicographical Order,https://leetcode.com/problems/last-substring-in-lexicographical-order,Hard,"Two Pointers, String"
1164,Product Price at a Given Date,https://leetcode.com/problems/product-price-at-a-given-date,Medium,Database
1165,Single-Row Keyboard,https://leetcode.com/problems/single-row-keyboard,Easy,"Hash Table, String"
1166,Design File System,https://leetcode.com/problems/design-file-system,Medium,"Hash Table, String, Design, Trie"
1167,Minimum Cost to Connect Sticks,https://leetcode.com/problems/minimum-cost-to-connect-sticks,Medium,"Array, Greedy, Heap (Priority Queue)"
1168,Optimize Water Distribution in a Village,https://leetcode.com/problems/optimize-water-distribution-in-a-village,Hard,"Union Find, Graph, Minimum Spanning Tree"
1169,Invalid Transactions,https://leetcode.com/problems/invalid-transactions,Medium,"Array, Hash Table, String, Sorting"
1170,Compare Strings by Frequency of the Smallest Character,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,Medium,"Array, Hash Table, String, Binary Search, Sorting"
1171,Remove Zero Sum Consecutive Nodes from Linked List,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,Medium,"Hash Table, Linked List"
1172,Dinner Plate Stacks,https://leetcode.com/problems/dinner-plate-stacks,Hard,"Hash Table, Stack, Design, Heap (Priority Queue)"
1173,Immediate Food Delivery I,https://leetcode.com/problems/immediate-food-delivery-i,Easy,Database
1174,Immediate Food Delivery II,https://leetcode.com/problems/immediate-food-delivery-ii,Medium,Database
1175,Prime Arrangements,https://leetcode.com/problems/prime-arrangements,Easy,Math
1176,Diet Plan Performance,https://leetcode.com/problems/diet-plan-performance,Easy,"Array, Sliding Window"
1177,Can Make Palindrome from Substring,https://leetcode.com/problems/can-make-palindrome-from-substring,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum"
1178,Number of Valid Words for Each Puzzle,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle,Hard,"Array, Hash Table, String, Bit Manipulation, Trie"
1179,Reformat Department Table,https://leetcode.com/problems/reformat-department-table,Easy,Database
1180,Count Substrings with Only One Distinct Letter,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter,Easy,"Math, String"
1181,Before and After Puzzle,https://leetcode.com/problems/before-and-after-puzzle,Medium,"Array, Hash Table, String, Sorting"
1182,Shortest Distance to Target Color,https://leetcode.com/problems/shortest-distance-to-target-color,Medium,"Array, Binary Search, Dynamic Programming"
1183,Maximum Number of Ones,https://leetcode.com/problems/maximum-number-of-ones,Hard,"Greedy, Heap (Priority Queue)"
1184,Distance Between Bus Stops,https://leetcode.com/problems/distance-between-bus-stops,Easy,Array
1185,Day of the Week,https://leetcode.com/problems/day-of-the-week,Easy,Math
1186,Maximum Subarray Sum with One Deletion,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion,Medium,"Array, Dynamic Programming"
1187,Make Array Strictly Increasing,https://leetcode.com/problems/make-array-strictly-increasing,Hard,"Array, Binary Search, Dynamic Programming"
1188,Design Bounded Blocking Queue,https://leetcode.com/problems/design-bounded-blocking-queue,Medium,Concurrency
1189,Maximum Number of Balloons,https://leetcode.com/problems/maximum-number-of-balloons,Easy,"Hash Table, String, Counting"
1190,Reverse Substrings Between Each Pair of Parentheses,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses,Medium,"String, Stack"
1191,K-Concatenation Maximum Sum,https://leetcode.com/problems/k-concatenation-maximum-sum,Medium,"Array, Dynamic Programming"
1192,Critical Connections in a Network,https://leetcode.com/problems/critical-connections-in-a-network,Hard,"Depth-First Search, Graph, Biconnected Component"
1193,Monthly Transactions I,https://leetcode.com/problems/monthly-transactions-i,Medium,Database
1194,Tournament Winners,https://leetcode.com/problems/tournament-winners,Hard,Database
1195,Fizz Buzz Multithreaded,https://leetcode.com/problems/fizz-buzz-multithreaded,Medium,Concurrency
1196,How Many Apples Can You Put into the Basket,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket,Easy,"Array, Greedy, Sorting"
1197,Minimum Knight Moves,https://leetcode.com/problems/minimum-knight-moves,Medium,Breadth-First Search
1198,Find Smallest Common Element in All Rows,https://leetcode.com/problems/find-smallest-common-element-in-all-rows,Medium,"Array, Hash Table, Binary Search, Matrix, Counting"
1199,Minimum Time to Build Blocks,https://leetcode.com/problems/minimum-time-to-build-blocks,Hard,"Math, Greedy, Heap (Priority Queue)"
1200,Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference,Easy,"Array, Sorting"
1201,Ugly Number III,https://leetcode.com/problems/ugly-number-iii,Medium,"Math, Binary Search, Number Theory"
1202,Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps,Medium,"Hash Table, String, Depth-First Search, Breadth-First Search, Union Find"
1203,Sort Items by Groups Respecting Dependencies,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,Hard,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
1204,Last Person to Fit in the Bus,https://leetcode.com/problems/last-person-to-fit-in-the-bus,Medium,Database
1205,Monthly Transactions II,https://leetcode.com/problems/monthly-transactions-ii,Medium,Database
1206,Design Skiplist,https://leetcode.com/problems/design-skiplist,Hard,"Linked List, Design"
1207,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,Easy,"Array, Hash Table"
1208,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,Medium,"String, Binary Search, Sliding Window, Prefix Sum"
1209,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,Medium,"String, Stack"
1210,Minimum Moves to Reach Target with Rotations,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations,Hard,"Array, Breadth-First Search, Matrix"
1211,Queries Quality and Percentage,https://leetcode.com/problems/queries-quality-and-percentage,Easy,Database
1212,Team Scores in Football Tournament,https://leetcode.com/problems/team-scores-in-football-tournament,Medium,Database
1213,Intersection of Three Sorted Arrays,https://leetcode.com/problems/intersection-of-three-sorted-arrays,Easy,"Array, Hash Table, Binary Search, Counting"
1214,Two Sum BSTs,https://leetcode.com/problems/two-sum-bsts,Medium,"Two Pointers, Binary Search, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1215,Stepping Numbers,https://leetcode.com/problems/stepping-numbers,Medium,"Backtracking, Breadth-First Search"
1216,Valid Palindrome III,https://leetcode.com/problems/valid-palindrome-iii,Hard,"String, Dynamic Programming"
1217,Minimum Cost to Move Chips to The Same Position,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,Easy,"Array, Math, Greedy"
1218,Longest Arithmetic Subsequence of Given Difference,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,Medium,"Array, Hash Table, Dynamic Programming"
1219,Path with Maximum Gold,https://leetcode.com/problems/path-with-maximum-gold,Medium,"Array, Backtracking, Matrix"
1220,Count Vowels Permutation,https://leetcode.com/problems/count-vowels-permutation,Hard,Dynamic Programming
1221,Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings,Easy,"String, Greedy, Counting"
1222,Queens That Can Attack the King,https://leetcode.com/problems/queens-that-can-attack-the-king,Medium,"Array, Matrix, Simulation"
1223,Dice Roll Simulation,https://leetcode.com/problems/dice-roll-simulation,Hard,"Array, Dynamic Programming"
1224,Maximum Equal Frequency,https://leetcode.com/problems/maximum-equal-frequency,Hard,"Array, Hash Table"
1225,Report Contiguous Dates,https://leetcode.com/problems/report-contiguous-dates,Hard,Database
1226,The Dining Philosophers,https://leetcode.com/problems/the-dining-philosophers,Medium,Concurrency
1227,Airplane Seat Assignment Probability,https://leetcode.com/problems/airplane-seat-assignment-probability,Medium,"Math, Dynamic Programming, Brainteaser, Probability and Statistics"
1228,Missing Number In Arithmetic Progression,https://leetcode.com/problems/missing-number-in-arithmetic-progression,Easy,"Array, Math"
1229,Meeting Scheduler,https://leetcode.com/problems/meeting-scheduler,Medium,"Array, Two Pointers, Sorting"
1230,Toss Strange Coins,https://leetcode.com/problems/toss-strange-coins,Medium,"Math, Dynamic Programming, Probability and Statistics"
1231,Divide Chocolate,https://leetcode.com/problems/divide-chocolate,Hard,"Array, Binary Search"
1232,Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line,Easy,"Array, Math, Geometry"
1233,Remove Sub-Folders from the Filesystem,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,Medium,"Array, String, Trie"
1234,Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string,Medium,"String, Sliding Window"
1235,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling,Hard,"Array, Binary Search, Dynamic Programming, Sorting"
1236,Web Crawler,https://leetcode.com/problems/web-crawler,Medium,"String, Depth-First Search, Breadth-First Search, Interactive"
1237,Find Positive Integer Solution for a Given Equation,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,Medium,"Math, Two Pointers, Binary Search, Interactive"
1238,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation,Medium,"Math, Backtracking, Bit Manipulation"
1239,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,Medium,"Array, String, Backtracking, Bit Manipulation"
1240,Tiling a Rectangle with the Fewest Squares,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,Hard,"Dynamic Programming, Backtracking"
1241,Number of Comments per Post,https://leetcode.com/problems/number-of-comments-per-post,Easy,Database
1242,Web Crawler Multithreaded,https://leetcode.com/problems/web-crawler-multithreaded,Medium,"Depth-First Search, Breadth-First Search, Concurrency"
1243,Array Transformation,https://leetcode.com/problems/array-transformation,Easy,"Array, Simulation"
1244,Design A Leaderboard,https://leetcode.com/problems/design-a-leaderboard,Medium,"Hash Table, Design, Sorting"
1245,Tree Diameter,https://leetcode.com/problems/tree-diameter,Medium,"Tree, Depth-First Search, Breadth-First Search"
1246,Palindrome Removal,https://leetcode.com/problems/palindrome-removal,Hard,"Array, Dynamic Programming"
1247,Minimum Swaps to Make Strings Equal,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,Medium,"Math, String, Greedy"
1248,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays,Medium,"Array, Hash Table, Math, Sliding Window"
1249,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,Medium,"String, Stack"
1250,Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array,Hard,"Array, Math, Number Theory"
1251,Average Selling Price,https://leetcode.com/problems/average-selling-price,Easy,Database
1252,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix,Easy,"Array, Math, Simulation"
1253,Reconstruct a 2-Row Binary Matrix,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix,Medium,"Array, Greedy, Matrix"
1254,Number of Closed Islands,https://leetcode.com/problems/number-of-closed-islands,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1255,Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters,Hard,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1256,Encode Number,https://leetcode.com/problems/encode-number,Medium,"Math, String, Bit Manipulation"
1257,Smallest Common Region,https://leetcode.com/problems/smallest-common-region,Medium,"Array, Hash Table, String, Tree, Depth-First Search, Breadth-First Search"
1258,Synonymous Sentences,https://leetcode.com/problems/synonymous-sentences,Medium,"Array, Hash Table, String, Backtracking, Union Find"
1259,Handshakes That Don't Cross,https://leetcode.com/problems/handshakes-that-dont-cross,Hard,"Math, Dynamic Programming"
1260,Shift 2D Grid,https://leetcode.com/problems/shift-2d-grid,Easy,"Array, Matrix, Simulation"
1261,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
1262,Greatest Sum Divisible by Three,https://leetcode.com/problems/greatest-sum-divisible-by-three,Medium,"Array, Dynamic Programming, Greedy"
1263,Minimum Moves to Move a Box to Their Target Location,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location,Hard,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
1264,Page Recommendations,https://leetcode.com/problems/page-recommendations,Medium,Database
1265,Print Immutable Linked List in Reverse,https://leetcode.com/problems/print-immutable-linked-list-in-reverse,Medium,"Linked List, Two Pointers, Stack, Recursion"
1266,Minimum Time Visiting All Points,https://leetcode.com/problems/minimum-time-visiting-all-points,Easy,"Array, Math, Geometry"
1267,Count Servers that Communicate,https://leetcode.com/problems/count-servers-that-communicate,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, Counting"
1268,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,Medium,"Array, String, Trie"
1269,Number of Ways to Stay in the Same Place After Some Steps,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard,Dynamic Programming
1270,All People Report to the Given Manager,https://leetcode.com/problems/all-people-report-to-the-given-manager,Medium,Database
1271,Hexspeak,https://leetcode.com/problems/hexspeak,Easy,"Math, String"
1272,Remove Interval,https://leetcode.com/problems/remove-interval,Medium,Array
1273,Delete Tree Nodes,https://leetcode.com/problems/delete-tree-nodes,Medium,"Tree, Depth-First Search, Breadth-First Search"
1274,Number of Ships in a Rectangle,https://leetcode.com/problems/number-of-ships-in-a-rectangle,Hard,"Array, Divide and Conquer, Interactive"
1275,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,Easy,"Array, Hash Table, Matrix, Simulation"
1276,Number of Burgers with No Waste of Ingredients,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients,Medium,Math
1277,Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones,Medium,"Array, Dynamic Programming, Matrix"
1278,Palindrome Partitioning III,https://leetcode.com/problems/palindrome-partitioning-iii,Hard,"String, Dynamic Programming"
1279,Traffic Light Controlled Intersection,https://leetcode.com/problems/traffic-light-controlled-intersection,Easy,Concurrency
1280,Students and Examinations,https://leetcode.com/problems/students-and-examinations,Easy,Database
1281,Subtract the Product and Sum of Digits of an Integer,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer,Easy,Math
1282,Group the People Given the Group Size They Belong To,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,Medium,"Array, Hash Table"
1283,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,Medium,"Array, Binary Search"
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,"Array, Bit Manipulation, Breadth-First Search, Matrix"
