Question No,Title,Url,Difficulty,Tag
575,Distribute Candies,https://leetcode.com/problems/distribute-candies,Easy,"Hash Table, Hash Table, Array, Array, Hash Table, Array"
576,Out of Boundary Paths,https://leetcode.com/problems/out-of-boundary-paths,Medium,"Dynamic Programming, Dynamic Programming, Dynamic Programming"
577,Employee Bonus,https://leetcode.com/problems/employee-bonus,Easy,"Database, Database, Database"
578,Get Highest Answer Rate Question,https://leetcode.com/problems/get-highest-answer-rate-question,Medium,"Database, Database, Database"
579,Find Cumulative Salary of an Employee,https://leetcode.com/problems/find-cumulative-salary-of-an-employee,Hard,"Database, Database, Database"
580,Count Student Number in Departments,https://leetcode.com/problems/count-student-number-in-departments,Medium,"Database, Database, Database"
581,Shortest Unsorted Continuous Subarray,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,Medium,"Two Pointers, Two Pointers, Sorting, Monotonic Stack, Array, Monotonic Stack, Sorting, Greedy, Stack, Two Pointers, Array, Array, Monotonic Stack, Sorting, Greedy, Stack, Stack, Greedy"
582,Kill Process,https://leetcode.com/problems/kill-process,Medium,"Tree, Array, Hash Table, Depth-First Search, Breadth-First Search, Breadth-First Search, Depth-First Search, Tree, Hash Table, Array, Breadth-First Search, Depth-First Search, Tree, Hash Table, Array"
583,Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings,Medium,"Dynamic Programming, Dynamic Programming, String, Dynamic Programming, String, String"
584,Find Customer Referee,https://leetcode.com/problems/find-customer-referee,Easy,"Database, Database, Database"
585,Investments in 2016,https://leetcode.com/problems/investments-in-2016,Medium,"Database, Database, Database"
586,Customer Placing the Largest Number of Orders,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,Easy,"Database, Database, Database"
587,Erect the Fence,https://leetcode.com/problems/erect-the-fence,Hard,"Math, Geometry, Math, Array, Array, Math, Geometry, Geometry, Array"
588,Design In-Memory File System,https://leetcode.com/problems/design-in-memory-file-system,Hard,"String, Trie, Trie, Trie, Design, String, Hash Table, Hash Table, String, Design, Hash Table, Design"
589,N-ary Tree Preorder Traversal,https://leetcode.com/problems/n-ary-tree-preorder-traversal,Easy,"Depth-First Search, Stack, Tree, Depth-First Search, Stack, Depth-First Search, Tree, Stack, Tree"
590,N-ary Tree Postorder Traversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal,Easy,"Depth-First Search, Depth-First Search, Tree, Stack, Stack, Tree, Stack, Tree, Depth-First Search"
591,Tag Validator,https://leetcode.com/problems/tag-validator,Hard,"Stack, Stack, String, Stack, String, String"
592,Fraction Addition and Subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction,Medium,"Math, Math, Simulation, String, Math, String, Simulation, Simulation, String"
593,Valid Square,https://leetcode.com/problems/valid-square,Medium,"Math, Math, Geometry, Geometry, Math, Geometry"
594,Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence,Easy,"Sorting, Array, Hash Table, Array, Hash Table, Sorting, Sorting, Array, Hash Table"
595,Big Countries,https://leetcode.com/problems/big-countries,Easy,"Database, Database, Database"
596,Classes More Than 5 Students,https://leetcode.com/problems/classes-more-than-5-students,Easy,"Database, Database, Database"
597,Friend Requests I: Overall Acceptance Rate,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate,Easy,"Database, Database, Database"
598,Range Addition II,https://leetcode.com/problems/range-addition-ii,Easy,"Math, Array, Array, Math, Array, Math"
599,Minimum Index Sum of Two Lists,https://leetcode.com/problems/minimum-index-sum-of-two-lists,Easy,"Hash Table, String, Array, Hash Table, String, String, Hash Table, Array, Array"
600,Non-negative Integers without Consecutive Ones,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,Hard,"Dynamic Programming, Dynamic Programming, Dynamic Programming"
601,Human Traffic of Stadium,https://leetcode.com/problems/human-traffic-of-stadium,Hard,"Database, Database, Database"
602,Friend Requests II: Who Has the Most Friends,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends,Medium,"Database, Database, Database"
603,Consecutive Available Seats,https://leetcode.com/problems/consecutive-available-seats,Easy,"Database, Database, Database"
604,Design Compressed String Iterator,https://leetcode.com/problems/design-compressed-string-iterator,Easy,"Array, Hash Table, String, Design, Iterator, Design, Iterator, String, Iterator, Design, String, Hash Table, Hash Table, Array, Array"
605,Can Place Flowers,https://leetcode.com/problems/can-place-flowers,Easy,"Greedy, Greedy, Array, Greedy, Array, Array"
606,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree,Easy,"Tree, String, Binary Tree, String, Binary Tree, Depth-First Search, Tree, Depth-First Search, Binary Tree, Depth-First Search, Tree, String"
607,Sales Person,https://leetcode.com/problems/sales-person,Easy,"Database, Database, Database"
608,Tree Node,https://leetcode.com/problems/tree-node,Medium,"Database, Database, Database"
609,Find Duplicate File in System,https://leetcode.com/problems/find-duplicate-file-in-system,Medium,"Hash Table, String, String, Array, Hash Table, Array, String, Array, Hash Table"
610,Triangle Judgement,https://leetcode.com/problems/triangle-judgement,Easy,"Database, Database, Database"
611,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number,Medium,"Sorting, Greedy, Sorting, Sorting, Greedy, Binary Search, Two Pointers, Array, Array, Two Pointers, Binary Search, Greedy, Binary Search, Two Pointers, Array"
612,Shortest Distance in a Plane,https://leetcode.com/problems/shortest-distance-in-a-plane,Medium,"Database, Database, Database"
613,Shortest Distance in a Line,https://leetcode.com/problems/shortest-distance-in-a-line,Easy,"Database, Database, Database"
614,Second Degree Follower,https://leetcode.com/problems/second-degree-follower,Medium,"Database, Database, Database"
615,Average Salary: Departments VS Company,https://leetcode.com/problems/average-salary-departments-vs-company,Hard,"Database, Database, Database"
616,Add Bold Tag in String,https://leetcode.com/problems/add-bold-tag-in-string,Medium,"Hash Table, Trie, String, Hash Table, Array, Trie, String, String Matching, String Matching, Array, String Matching, Trie, String, Hash Table, Array"
617,Merge Two Binary Trees,https://leetcode.com/problems/merge-two-binary-trees,Easy,"Binary Tree, Binary Tree, Breadth-First Search, Depth-First Search, Tree, Tree, Depth-First Search, Tree, Depth-First Search, Breadth-First Search, Binary Tree, Breadth-First Search"
618,Students Report By Geography,https://leetcode.com/problems/students-report-by-geography,Hard,"Database, Database, Database"
619,Biggest Single Number,https://leetcode.com/problems/biggest-single-number,Easy,"Database, Database, Database"
620,Not Boring Movies,https://leetcode.com/problems/not-boring-movies,Easy,"Database, Database, Database"
621,Task Scheduler,https://leetcode.com/problems/task-scheduler,Medium,"Greedy, Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting, Counting, Heap (Priority Queue), Sorting, Hash Table, Array, Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
622,Design Circular Queue,https://leetcode.com/problems/design-circular-queue,Medium,"Linked List, Design, Queue, Design, Linked List, Array, Array, Linked List, Design, Queue, Queue, Array"
623,Add One Row to Tree,https://leetcode.com/problems/add-one-row-to-tree,Medium,"Binary Tree, Depth-First Search, Tree, Binary Tree, Breadth-First Search, Depth-First Search, Tree, Binary Tree, Breadth-First Search, Tree, Depth-First Search, Breadth-First Search"
624,Maximum Distance in Arrays,https://leetcode.com/problems/maximum-distance-in-arrays,Medium,"Array, Array, Greedy, Greedy, Array, Greedy"
625,Minimum Factorization,https://leetcode.com/problems/minimum-factorization,Medium,"Greedy, Greedy, Math, Greedy, Math, Math"
626,Exchange Seats,https://leetcode.com/problems/exchange-seats,Medium,"Database, Database, Database"
627,Swap Salary,https://leetcode.com/problems/swap-salary,Easy,"Database, Database, Database"
628,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers,Easy,"Array, Array, Math, Array, Sorting, Sorting, Math, Sorting, Math"
629,K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array,Hard,"Dynamic Programming, Dynamic Programming, Dynamic Programming"
630,Course Schedule III,https://leetcode.com/problems/course-schedule-iii,Hard,"Heap (Priority Queue), Array, Greedy, Heap (Priority Queue), Heap (Priority Queue), Greedy, Array, Greedy, Array"
631,Design Excel Sum Formula,https://leetcode.com/problems/design-excel-sum-formula,Hard,"Design, Graph, Design, Graph, Topological Sort, Graph, Topological Sort, Design, Topological Sort"
632,Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,Hard,"Heap (Priority Queue), Hash Table, Array, Hash Table, Array, Greedy, Sorting, Heap (Priority Queue), Sorting, Sliding Window, Greedy, Array, Hash Table, Sliding Window, Greedy, Heap (Priority Queue), Sorting, Sliding Window"
633,Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers,Medium,"Two Pointers, Math, Two Pointers, Two Pointers, Math, Binary Search, Math, Binary Search, Binary Search"
634,Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array,Medium,"Dynamic Programming, Math, Dynamic Programming, Dynamic Programming, Math, Math"
635,Design Log Storage System,https://leetcode.com/problems/design-log-storage-system,Medium,"Design, Hash Table, Ordered Set, Design, String, Hash Table, Hash Table, String, Design, Ordered Set, Ordered Set, String"
636,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions,Medium,"Array, Stack, Stack, Array, Stack, Array"
637,Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree,Easy,"Depth-First Search, Breadth-First Search, Binary Tree, Tree, Depth-First Search, Breadth-First Search, Binary Tree, Tree, Depth-First Search, Breadth-First Search, Binary Tree, Tree"
638,Shopping Offers,https://leetcode.com/problems/shopping-offers,Medium,"Bit Manipulation, Bitmask, Memoization, Bit Manipulation, Backtracking, Dynamic Programming, Array, Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask, Array, Dynamic Programming, Backtracking, Memoization, Bitmask"
639,Decode Ways II,https://leetcode.com/problems/decode-ways-ii,Hard,"Dynamic Programming, String, Dynamic Programming, String, String, Dynamic Programming"
640,Solve the Equation,https://leetcode.com/problems/solve-the-equation,Medium,"Simulation, Math, String, Math, String, Simulation, String, Simulation, Math"
641,Design Circular Deque,https://leetcode.com/problems/design-circular-deque,Medium,"Array, Queue, Design, Linked List, Array, Linked List, Design, Queue, Queue, Array, Linked List, Design"
642,Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system,Hard,"Design, Trie, Data Stream, Data Stream, String, Trie, Data Stream, String, Design, Trie, Design, String"
643,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i,Easy,"Sliding Window, Array, Sliding Window, Array, Sliding Window, Array"
644,Maximum Average Subarray II,https://leetcode.com/problems/maximum-average-subarray-ii,Hard,"Binary Search, Array, Array, Array, Binary Search, Binary Search"
645,Set Mismatch,https://leetcode.com/problems/set-mismatch,Easy,"Array, Sorting, Sorting, Bit Manipulation, Hash Table, Array, Bit Manipulation, Hash Table, Array, Sorting, Bit Manipulation, Hash Table"
646,Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain,Medium,"Dynamic Programming, Sorting, Greedy, Dynamic Programming, Array, Sorting, Greedy, Sorting, Dynamic Programming, Array, Greedy, Array"
647,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings,Medium,"Dynamic Programming, Dynamic Programming, String, String, Dynamic Programming, String"
648,Replace Words,https://leetcode.com/problems/replace-words,Medium,"Hash Table, Trie, String, Trie, Trie, String, Hash Table, Array, Array, Hash Table, Array, String"
649,Dota2 Senate,https://leetcode.com/problems/dota2-senate,Medium,"Greedy, Queue, String, Greedy, Queue, String, Greedy, Queue, String"
650,2 Keys Keyboard,https://leetcode.com/problems/2-keys-keyboard,Medium,"Dynamic Programming, Dynamic Programming, Math, Dynamic Programming, Math, Math"
651,4 Keys Keyboard,https://leetcode.com/problems/4-keys-keyboard,Medium,"Dynamic Programming, Math, Math, Dynamic Programming, Dynamic Programming, Math"
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees,Medium,"Hash Table, Tree, Tree, Hash Table, Binary Tree, Breadth-First Search, Depth-First Search, Binary Tree, Binary Tree, Depth-First Search, Depth-First Search, Tree"
653,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,Easy,"Binary Tree, Binary Search Tree, Breadth-First Search, Depth-First Search, Tree, Two Pointers, Hash Table, Depth-First Search, Binary Search Tree, Breadth-First Search, Binary Tree, Binary Tree, Binary Search Tree, Breadth-First Search, Depth-First Search, Tree, Two Pointers, Hash Table, Tree, Two Pointers, Hash Table"
654,Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree,Medium,"Tree, Array, Divide and Conquer, Stack, Monotonic Stack, Binary Tree, Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree, Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree"
655,Print Binary Tree,https://leetcode.com/problems/print-binary-tree,Medium,"Depth-First Search, Tree, Binary Tree, Breadth-First Search, Depth-First Search, Tree, Tree, Depth-First Search, Breadth-First Search, Binary Tree, Binary Tree, Breadth-First Search"
656,Coin Path,https://leetcode.com/problems/coin-path,Hard,"Array, Dynamic Programming, Dynamic Programming, Dynamic Programming, Array, Array"
657,Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin,Easy,"String, Simulation, String, Simulation, Simulation, String"
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements,Medium,"Two Pointers, Array, Binary Search, Sorting, Two Pointers, Array, Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue), Heap (Priority Queue), Heap (Priority Queue), Sorting, Binary Search"
659,Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences,Medium,"Greedy, Heap (Priority Queue), Heap (Priority Queue), Greedy, Hash Table, Array, Array, Hash Table, Greedy, Heap (Priority Queue), Array, Hash Table"
660,Remove 9,https://leetcode.com/problems/remove-9,Hard,"Math, Math, Math"
661,Image Smoother,https://leetcode.com/problems/image-smoother,Easy,"Matrix, Array, Matrix, Array, Matrix, Array"
662,Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree,Medium,"Breadth-First Search, Binary Tree, Depth-First Search, Breadth-First Search, Breadth-First Search, Depth-First Search, Tree, Tree, Binary Tree, Tree, Depth-First Search, Binary Tree"
663,Equal Tree Partition,https://leetcode.com/problems/equal-tree-partition,Medium,"Depth-First Search, Binary Tree, Depth-First Search, Depth-First Search, Tree, Binary Tree, Binary Tree, Tree, Tree"
664,Strange Printer,https://leetcode.com/problems/strange-printer,Hard,"String, Dynamic Programming, Dynamic Programming, String, Dynamic Programming, String"
665,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array,Medium,"Array, Array, Array"
666,Path Sum IV,https://leetcode.com/problems/path-sum-iv,Medium,"Binary Tree, Binary Tree, Depth-First Search, Binary Tree, Depth-First Search, Tree, Array, Array, Tree, Array, Tree, Depth-First Search"
667,Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii,Medium,"Math, Math, Math, Array, Array, Array"
668,Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,Hard,"Binary Search, Binary Search, Binary Search"
669,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Binary Tree, Tree, Depth-First Search, Binary Search Tree"
670,Maximum Swap,https://leetcode.com/problems/maximum-swap,Medium,"Math, Greedy, Math, Greedy, Math, Greedy"
671,Second Minimum Node In a Binary Tree,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,Easy,"Tree, Binary Tree, Depth-First Search, Tree, Depth-First Search, Binary Tree, Tree, Depth-First Search, Binary Tree"
672,Bulb Switcher II,https://leetcode.com/problems/bulb-switcher-ii,Medium,"Bit Manipulation, Math, Depth-First Search, Math, Bit Manipulation, Bit Manipulation, Math, Breadth-First Search, Breadth-First Search, Breadth-First Search, Depth-First Search, Depth-First Search"
673,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence,Medium,"Dynamic Programming, Segment Tree, Segment Tree, Binary Indexed Tree, Dynamic Programming, Array, Dynamic Programming, Binary Indexed Tree, Segment Tree, Array, Array, Binary Indexed Tree"
674,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence,Easy,"Array, Array, Array"
675,Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event,Hard,"Breadth-First Search, Array, Matrix, Matrix, Array, Breadth-First Search, Heap (Priority Queue), Heap (Priority Queue), Array, Breadth-First Search, Matrix, Heap (Priority Queue)"
676,Implement Magic Dictionary,https://leetcode.com/problems/implement-magic-dictionary,Medium,"String, Trie, Design, String, Hash Table, Hash Table, String, Design, Trie, Hash Table, Design, Trie"
677,Map Sum Pairs,https://leetcode.com/problems/map-sum-pairs,Medium,"Trie, Design, String, Hash Table, Trie, Hash Table, String, Design, Trie, Hash Table, String, Design"
678,Valid Parenthesis String,https://leetcode.com/problems/valid-parenthesis-string,Medium,"Greedy, Greedy, Stack, Dynamic Programming, String, Greedy, Stack, Dynamic Programming, String, String, Dynamic Programming, Stack"
679,24 Game,https://leetcode.com/problems/24-game,Hard,"Math, Array, Backtracking, Backtracking, Math, Array, Backtracking, Math, Array"
680,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii,Easy,"Two Pointers, Greedy, Greedy, String, Two Pointers, String, Greedy, String, Two Pointers"
681,Next Closest Time,https://leetcode.com/problems/next-closest-time,Medium,"Enumeration, Enumeration, Enumeration, String, String, String"
682,Baseball Game,https://leetcode.com/problems/baseball-game,Easy,"Simulation, Array, Array, Stack, Simulation, Simulation, Stack, Array, Stack"
683,K Empty Slots,https://leetcode.com/problems/k-empty-slots,Hard,"Binary Indexed Tree, Ordered Set, Sliding Window, Binary Indexed Tree, Array, Array, Binary Indexed Tree, Sliding Window, Ordered Set, Array, Sliding Window, Ordered Set"
684,Redundant Connection,https://leetcode.com/problems/redundant-connection,Medium,"Union Find, Breadth-First Search, Depth-First Search, Depth-First Search, Breadth-First Search, Union Find, Graph, Graph, Union Find, Breadth-First Search, Depth-First Search, Graph"
685,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii,Hard,"Union Find, Breadth-First Search, Depth-First Search, Graph, Graph, Union Find, Breadth-First Search, Depth-First Search, Depth-First Search, Breadth-First Search, Union Find, Graph"
686,Repeated String Match,https://leetcode.com/problems/repeated-string-match,Medium,"String, String Matching, String, String Matching, String, String Matching"
687,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path,Medium,"Binary Tree, Binary Tree, Depth-First Search, Tree, Tree, Depth-First Search, Binary Tree, Tree, Depth-First Search"
688,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,Medium,"Dynamic Programming, Dynamic Programming, Dynamic Programming"
689,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,Hard,"Array, Array, Dynamic Programming, Dynamic Programming, Array, Dynamic Programming"
690,Employee Importance,https://leetcode.com/problems/employee-importance,Medium,"Hash Table, Depth-First Search, Hash Table, Hash Table, Depth-First Search, Breadth-First Search, Breadth-First Search, Depth-First Search, Breadth-First Search"
691,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word,Hard,"Bitmask, Bit Manipulation, Dynamic Programming, Backtracking, Dynamic Programming, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, Backtracking, Bit Manipulation, Bitmask"
692,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words,Medium,"Heap (Priority Queue), Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Counting, Bucket Sort, Sorting, Trie, String, Hash Table, Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
693,Binary Number with Alternating Bits,https://leetcode.com/problems/binary-number-with-alternating-bits,Easy,"Bit Manipulation, Bit Manipulation, Bit Manipulation"
694,Number of Distinct Islands,https://leetcode.com/problems/number-of-distinct-islands,Medium,"Breadth-First Search, Hash Function, Depth-First Search, Hash Table, Hash Table, Hash Function, Union Find, Breadth-First Search, Union Find, Depth-First Search, Hash Table, Breadth-First Search, Depth-First Search, Union Find, Hash Function"
695,Max Area of Island,https://leetcode.com/problems/max-area-of-island,Medium,"Breadth-First Search, Matrix, Union Find, Breadth-First Search, Depth-First Search, Array, Depth-First Search, Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, Matrix, Union Find, Array"
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings,Easy,"Two Pointers, Two Pointers, String, String, Two Pointers, String"
697,Degree of an Array,https://leetcode.com/problems/degree-of-an-array,Easy,"Hash Table, Array, Hash Table, Hash Table, Array, Array"
698,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,Medium,"Bit Manipulation, Backtracking, Dynamic Programming, Memoization, Bitmask, Array, Dynamic Programming, Backtracking, Bit Manipulation, Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask, Memoization, Bitmask, Array"
699,Falling Squares,https://leetcode.com/problems/falling-squares,Hard,"Array, Ordered Set, Array, Ordered Set, Array, Segment Tree, Ordered Set, Segment Tree, Segment Tree"
700,Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree,Easy,"Tree, Tree, Binary Search Tree, Binary Tree, Tree, Binary Search Tree, Binary Tree, Binary Tree, Binary Search Tree"
701,Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree,Medium,"Tree, Tree, Binary Search Tree, Binary Tree, Tree, Binary Search Tree, Binary Tree, Binary Tree, Binary Search Tree"
702,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,Medium,"Array, Interactive, Binary Search, Interactive, Binary Search, Array, Array, Interactive, Binary Search"
703,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream,Easy,"Design, Data Stream, Binary Tree, Heap (Priority Queue), Binary Search Tree, Design, Tree, Data Stream, Binary Tree, Heap (Priority Queue), Binary Search Tree, Tree, Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream"
704,Binary Search,https://leetcode.com/problems/binary-search,Easy,"Array, Binary Search, Array, Binary Search, Binary Search, Array"
705,Design HashSet,https://leetcode.com/problems/design-hashset,Easy,"Hash Function, Hash Table, Array, Linked List, Design, Design, Linked List, Hash Table, Array, Hash Function, Array, Hash Table, Linked List, Design, Hash Function"
706,Design HashMap,https://leetcode.com/problems/design-hashmap,Easy,"Linked List, Array, Hash Table, Linked List, Array, Hash Table, Design, Hash Function, Array, Hash Table, Linked List, Design, Hash Function, Hash Function, Design"
707,Design Linked List,https://leetcode.com/problems/design-linked-list,Medium,"Design, Linked List, Design, Design, Linked List, Linked List"
708,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,Medium,"Linked List, Linked List, Linked List"
709,To Lower Case,https://leetcode.com/problems/to-lower-case,Easy,"String, String, String"
710,Random Pick with Blacklist,https://leetcode.com/problems/random-pick-with-blacklist,Hard,"Math, Hash Table, Math, Binary Search, Sorting, Randomized, Hash Table, Math, Hash Table, Binary Search, Sorting, Randomized, Binary Search, Sorting, Randomized"
711,Number of Distinct Islands II,https://leetcode.com/problems/number-of-distinct-islands-ii,Hard,"Depth-First Search, Hash Function, Union Find, Breadth-First Search, Depth-First Search, Hash Table, Breadth-First Search, Union Find, Hash Function, Hash Function, Union Find, Breadth-First Search, Depth-First Search, Hash Table, Hash Table"
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings,Medium,"Dynamic Programming, String, String, Dynamic Programming, Dynamic Programming, String"
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,Medium,"Array, Sliding Window, Array, Array, Sliding Window, Sliding Window"
714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,"Dynamic Programming, Array, Greedy, Dynamic Programming, Array, Greedy, Dynamic Programming, Array, Greedy"
715,Range Module,https://leetcode.com/problems/range-module,Hard,"Segment Tree, Design, Ordered Set, Segment Tree, Ordered Set, Segment Tree, Design, Design, Ordered Set"
716,Max Stack,https://leetcode.com/problems/max-stack,Easy,"Stack, Ordered Set, Doubly-Linked List, Design, Stack, Linked List, Doubly-Linked List, Design, Linked List, Ordered Set, Doubly-Linked List, Design, Stack, Linked List, Ordered Set"
717,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters,Easy,"Array, Array, Array"
718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray,Medium,"Dynamic Programming, Sliding Window, Rolling Hash, Hash Function, Array, Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function, Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function, Binary Search"
719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance,Hard,"Sorting, Binary Search, Two Pointers, Array, Array, Two Pointers, Binary Search, Sorting, Sorting, Binary Search, Two Pointers, Array"
720,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,Medium,"Sorting, Array, Hash Table, String, Trie, Sorting, Trie, String, Hash Table, Array, Sorting, Trie, String, Hash Table, Array"
721,Accounts Merge,https://leetcode.com/problems/accounts-merge,Medium,"Union Find, Breadth-First Search, String, Array, String, Depth-First Search, Breadth-First Search, Depth-First Search, Union Find, Breadth-First Search, Array, Union Find, Depth-First Search, String, Array"
722,Remove Comments,https://leetcode.com/problems/remove-comments,Medium,"String, String, Array, Array, String, Array"
723,Candy Crush,https://leetcode.com/problems/candy-crush,Medium,"Array, Matrix, Simulation, Array, Two Pointers, Matrix, Simulation, Array, Simulation, Matrix, Two Pointers, Two Pointers"
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,Easy,"Prefix Sum, Prefix Sum, Array, Array, Prefix Sum, Array"
725,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts,Medium,"Linked List, Linked List, Linked List"
726,Number of Atoms,https://leetcode.com/problems/number-of-atoms,Hard,"Stack, Hash Table, Hash Table, String, String, Hash Table, String, Stack, Sorting, Sorting, Stack, Sorting"
727,Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence,Hard,"Sliding Window, Sliding Window, Dynamic Programming, String, Dynamic Programming, String, String, Dynamic Programming, Sliding Window"
728,Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers,Easy,"Math, Math, Math"
729,My Calendar I,https://leetcode.com/problems/my-calendar-i,Medium,"Ordered Set, Segment Tree, Ordered Set, Segment Tree, Segment Tree, Ordered Set, Design, Design, Design"
730,Count Different Palindromic Subsequences,https://leetcode.com/problems/count-different-palindromic-subsequences,Hard,"String, Dynamic Programming, Dynamic Programming, String, Dynamic Programming, String"
731,My Calendar II,https://leetcode.com/problems/my-calendar-ii,Medium,"Ordered Set, Segment Tree, Design, Design, Design, Segment Tree, Ordered Set, Segment Tree, Ordered Set"
732,My Calendar III,https://leetcode.com/problems/my-calendar-iii,Hard,"Segment Tree, Segment Tree, Ordered Set, Segment Tree, Design, Design, Ordered Set, Design, Ordered Set"
733,Flood Fill,https://leetcode.com/problems/flood-fill,Easy,"Breadth-First Search, Array, Matrix, Breadth-First Search, Array, Depth-First Search, Breadth-First Search, Matrix, Depth-First Search, Array, Depth-First Search, Matrix"
734,Sentence Similarity,https://leetcode.com/problems/sentence-similarity,Easy,"Hash Table, Array, String, Array, Hash Table, String, String, Hash Table, Array"
